Min,Max,Median,Mean,Variance,StandardDeviation,AngularSecondMoment,Contrast,Correlation,Variance,Homogeneity,SumAverage,SumVariance,SumEntropy,Entropy,DifferenceVariance,DifferenceEntropy,InformationMeasureOfCorrelation1,InformationMeasureOfCorrelation2,NumberOfVesselPixels,VesselDensity,SumOfVesselsLength,GrayLevelCoefficientVariation
0.443137,0.858824,0.650980,0.657851,0.007735,0.087948,0.001279,72.293883,0.925209,484.319825,0.202394,335.770942,1864.985417,7.239223,9.906155,0.000412,3.814246,-0.439797,0.998085,108.000000,0.105469,51.000000,0.079815
0.160784,0.639216,0.439216,0.433498,0.009679,0.098382,0.001063,87.663209,0.927765,608.346039,0.164499,220.932476,2345.720949,7.376904,10.117982,0.000405,4.161409,-0.444755,0.998458,117.000000,0.114258,53.000000,0.218946
0.247059,0.701961,0.431373,0.450211,0.010379,0.101878,0.001042,76.916379,0.940808,651.431702,0.183664,229.024681,2528.810429,7.410347,10.141297,0.000405,4.070001,-0.450428,0.998601,192.000000,0.187500,102.000000,0.176102
0.168627,0.819608,0.552941,0.532096,0.018040,0.134315,0.000914,176.222189,0.924158,1161.973253,0.148205,270.880130,4471.670823,7.747166,10.329557,0.000275,4.490888,-0.502418,0.999508,144.000000,0.140625,69.000000,0.241480
0.294118,0.847059,0.603922,0.598579,0.017084,0.130708,0.000930,130.557452,0.940173,1093.701008,0.153284,304.571044,4244.246580,7.653403,10.286302,0.000291,4.323194,-0.494863,0.999415,164.000000,0.160156,71.000000,0.182511
0.164706,0.619608,0.407843,0.399885,0.008685,0.093195,0.001093,70.330539,0.935566,547.554457,0.169013,203.611741,2119.887289,7.334406,10.088723,0.000450,4.023995,-0.433130,0.998094,149.000000,0.145508,78.000000,0.254774
0.172549,0.627451,0.439216,0.431897,0.007871,0.088718,0.000967,166.058167,0.835234,504.312905,0.131756,219.699686,1851.193453,7.241911,10.247071,0.000318,4.563524,-0.397023,0.996849,233.000000,0.227539,115.000000,0.158967
0.207843,0.670588,0.447059,0.455549,0.010279,0.101384,0.000949,126.017625,0.903841,655.462893,0.150960,232.166542,2495.833947,7.431269,10.251941,0.000353,4.354431,-0.439843,0.998449,176.000000,0.171875,82.000000,0.186920
0.156863,0.694118,0.423529,0.429201,0.016011,0.126535,0.000946,74.633528,0.963146,1016.724337,0.161742,218.242415,3992.263821,7.663200,10.257234,0.000395,4.064999,-0.488341,0.999329,106.000000,0.103516,51.000000,0.208022
0.094118,0.584314,0.370588,0.361926,0.011309,0.106342,0.000943,102.291038,0.929183,724.032893,0.146356,183.923875,2793.840533,7.475559,10.263106,0.000382,4.318359,-0.439907,0.998448,175.000000,0.170898,93.000000,0.251552
0.392157,0.968627,0.645098,0.655316,0.018015,0.134222,0.000888,156.476936,0.931102,1137.072061,0.152647,333.664388,4391.811307,7.745152,10.334072,0.000260,4.308931,-0.506448,0.999544,151.000000,0.147461,64.000000,0.115667
0.203922,0.737255,0.482353,0.488844,0.013940,0.118066,0.000866,153.049436,0.913971,890.425725,0.140282,248.487570,3408.653464,7.597447,10.365849,0.000297,4.476016,-0.465970,0.999074,212.000000,0.207031,88.000000,0.166471
0.160784,0.439216,0.282353,0.285666,0.003259,0.057088,0.001603,35.180094,0.914686,206.607552,0.214724,144.873805,791.250115,6.712893,9.572852,0.000819,3.611242,-0.351957,0.991405,121.000000,0.118164,77.000000,0.153767
0.121569,0.572549,0.388235,0.383092,0.009833,0.099159,0.001126,62.618797,0.949944,626.889628,0.191002,194.672712,2444.939714,7.393213,10.044318,0.000562,3.893391,-0.455763,0.998653,92.000000,0.089844,41.000000,0.260872
0.270588,0.905882,0.592157,0.600988,0.016624,0.128933,0.000904,152.272462,0.928122,1060.518458,0.156905,306.374049,4089.801372,7.720495,10.320872,0.000279,4.335822,-0.500677,0.999490,195.000000,0.190430,86.000000,0.173387
0.239216,0.705882,0.501961,0.506078,0.009252,0.096190,0.001100,121.999943,0.896960,592.621727,0.171495,258.147023,2248.486963,7.299703,10.108155,0.000347,4.318286,-0.432000,0.998059,231.000000,0.225586,108.000000,0.151068
0.223529,0.741176,0.517647,0.508785,0.012563,0.112083,0.001004,105.665705,0.934445,806.107747,0.164200,259.055322,3118.765283,7.537435,10.213549,0.000350,4.240561,-0.472064,0.999087,168.000000,0.164062,87.000000,0.192648
0.188235,0.643137,0.380392,0.390142,0.010729,0.103580,0.001218,29.176037,0.978212,672.221433,0.210510,198.365521,2659.709694,7.424793,9.932410,0.000613,3.493558,-0.477010,0.998990,66.000000,0.064453,34.000000,0.197355
0.090196,0.603922,0.388235,0.381039,0.012051,0.109779,0.000985,109.960555,0.928938,774.477598,0.169586,193.419501,2987.949838,7.554281,10.218750,0.000432,4.212071,-0.469256,0.999036,149.000000,0.145508,68.000000,0.308025
0.203922,0.752941,0.501961,0.494321,0.012639,0.112421,0.000966,114.968742,0.926812,788.551190,0.158088,252.179249,3039.236018,7.571140,10.234744,0.000349,4.211415,-0.474972,0.999139,174.000000,0.169922,81.000000,0.218810
0.274510,0.725490,0.549020,0.541291,0.011162,0.105651,0.001109,88.439524,0.938064,714.903403,0.170896,275.586490,2771.174089,7.367396,10.088670,0.000374,4.161274,-0.450219,0.998570,198.000000,0.193359,91.000000,0.193585
0.215686,0.745098,0.490196,0.487377,0.009866,0.099330,0.001058,69.713962,0.943670,620.712288,0.179641,248.141170,2413.135189,7.422132,10.117423,0.000412,3.965794,-0.455526,0.998711,149.000000,0.145508,80.000000,0.176029
0.141176,0.423529,0.266667,0.271297,0.004128,0.064246,0.001477,38.432387,0.926685,262.794218,0.203731,137.385739,1012.744485,6.817550,9.677816,0.000798,3.675602,-0.360975,0.992751,152.000000,0.148438,77.000000,0.167234
0.231373,0.709804,0.478431,0.469665,0.009389,0.096895,0.001180,56.296013,0.951506,583.864471,0.201170,239.411388,2279.161872,7.370314,9.980929,0.000487,3.771786,-0.465188,0.998777,99.000000,0.096680,51.000000,0.220334
0.152941,0.517647,0.349020,0.343363,0.006695,0.081820,0.001368,30.365204,0.963683,419.497687,0.218738,174.734790,1647.625542,7.158739,9.799312,0.000731,3.537636,-0.432287,0.997703,82.000000,0.080078,51.000000,0.243562
0.384314,1.000000,0.786275,0.765755,0.020628,0.143623,0.000829,317.091205,0.879446,1315.457389,0.136405,390.042770,4944.738350,7.785588,10.413876,0.000208,4.676002,-0.505486,0.999559,182.000000,0.177734,75.000000,0.151974
0.254902,0.992157,0.776471,0.739158,0.024777,0.157407,0.000880,272.154079,0.915556,1610.309756,0.141839,376.966612,6169.084945,7.875484,10.364628,0.000216,4.660721,-0.533238,0.999732,148.000000,0.144531,67.000000,0.229857
0.270588,0.823529,0.568627,0.552455,0.016920,0.130078,0.001036,73.722343,0.965599,1073.482683,0.181894,281.343848,4220.208388,7.634823,10.159159,0.000369,4.013913,-0.504834,0.999466,150.000000,0.146484,81.000000,0.234326
0.176471,0.588235,0.384314,0.381997,0.009117,0.095481,0.001006,84.966506,0.925977,575.146111,0.159614,194.040957,2215.617938,7.336418,10.178691,0.000436,4.159055,-0.425691,0.997950,126.000000,0.123047,56.000000,0.178091
0.270588,0.756863,0.533333,0.530978,0.012602,0.112257,0.000991,121.508780,0.924303,803.841412,0.163279,270.168883,3093.856869,7.488368,10.227378,0.000317,4.349947,-0.455076,0.998779,196.000000,0.191406,101.000000,0.140298
0.145098,0.529412,0.333333,0.328765,0.006949,0.083360,0.001133,74.009560,0.916568,444.054384,0.164767,167.208425,1702.207976,7.163916,10.030015,0.000502,4.074526,-0.400575,0.996695,152.000000,0.148438,82.000000,0.224526
0.094118,0.513725,0.258824,0.274809,0.007778,0.088191,0.001108,67.623626,0.930407,487.441037,0.161362,138.956222,1882.140521,7.170697,10.057704,0.000495,4.071976,-0.398187,0.996561,156.000000,0.152344,85.000000,0.220033
0.156863,0.588235,0.384314,0.385198,0.006782,0.082350,0.001327,50.891105,0.939663,423.700729,0.200181,196.070459,1643.911812,7.139265,9.863239,0.000568,3.808204,-0.426693,0.997590,146.000000,0.142578,79.000000,0.213925
0.243137,0.698039,0.470588,0.471389,0.011869,0.108945,0.001043,53.699889,0.963931,746.086015,0.181739,239.908234,2930.644172,7.477211,10.131614,0.000441,3.894686,-0.463673,0.998879,72.000000,0.070312,40.000000,0.149404
0.333333,1.000000,0.694118,0.703929,0.025273,0.158975,0.000778,210.184191,0.934420,1606.841308,0.137360,358.616537,6217.181042,7.932662,10.483835,0.000226,4.531955,-0.527138,0.999724,203.000000,0.198242,88.000000,0.145806
0.211765,0.764706,0.505882,0.517153,0.015276,0.123595,0.000913,132.834718,0.931400,970.346168,0.155031,263.169639,3748.549953,7.642402,10.326370,0.000300,4.407451,-0.481457,0.999274,167.000000,0.163086,82.000000,0.208466
0.258824,0.917647,0.643137,0.632571,0.019885,0.141013,0.000834,169.842498,0.932730,1265.493260,0.146926,322.506048,4892.130542,7.848159,10.422361,0.000230,4.566814,-0.513665,0.999626,168.000000,0.164062,93.000000,0.235290
0.286275,0.831373,0.513725,0.534065,0.014576,0.120730,0.000811,209.795916,0.886774,928.279495,0.126331,271.095165,3503.322065,7.612247,10.437137,0.000226,4.700868,-0.461044,0.999036,214.000000,0.208984,93.000000,0.139793
0.149020,0.737255,0.466667,0.461589,0.017633,0.132791,0.000881,108.989627,0.951387,1124.920381,0.157335,234.583669,4390.691896,7.761906,10.344208,0.000335,4.285718,-0.502527,0.999514,124.000000,0.121094,57.000000,0.266054
0.270588,0.854902,0.537255,0.543892,0.016766,0.129483,0.000969,90.008951,0.957219,1055.588901,0.185673,277.040786,4132.346653,7.730982,10.233767,0.000353,4.043845,-0.508773,0.999530,136.000000,0.132812,67.000000,0.202980
0.227451,0.733333,0.525490,0.514074,0.011838,0.108802,0.001133,58.936671,0.960275,744.119701,0.188357,261.983822,2917.542132,7.490960,10.050850,0.000451,3.875078,-0.481158,0.999117,100.000000,0.097656,55.000000,0.229571
0.239216,0.678431,0.486275,0.480266,0.010829,0.104064,0.001091,76.769023,0.944468,691.700165,0.184109,244.372464,2690.031638,7.443595,10.091175,0.000446,3.999445,-0.464128,0.998863,129.000000,0.125977,57.000000,0.162186
0.101961,0.690196,0.439216,0.421557,0.013605,0.116641,0.001057,52.518096,0.969305,858.266063,0.187727,214.339832,3380.546155,7.626438,10.133554,0.000470,3.830397,-0.500977,0.999417,122.000000,0.119141,66.000000,0.297173
0.360784,0.768627,0.564706,0.571040,0.007008,0.083713,0.001240,54.298558,0.937791,437.696281,0.203131,291.088311,1696.486564,7.182668,9.916540,0.000439,3.837620,-0.418089,0.997290,165.000000,0.161133,90.000000,0.110887
0.403922,0.992157,0.749020,0.733483,0.011768,0.108482,0.000999,171.221774,0.885970,751.960691,0.154101,373.819735,2836.620992,7.474677,10.217898,0.000252,4.404096,-0.463842,0.998949,143.000000,0.139648,83.000000,0.140354
0.235294,0.725490,0.478431,0.483479,0.011551,0.107474,0.000939,92.104335,0.936499,726.915048,0.157716,246.110448,2815.555855,7.513768,10.248103,0.000367,4.162818,-0.462730,0.998945,146.000000,0.142578,78.000000,0.197385
0.200000,0.643137,0.439216,0.427129,0.008157,0.090314,0.001073,112.582678,0.891706,520.646680,0.158050,217.703857,1970.004042,7.284222,10.124138,0.000384,4.274024,-0.419669,0.997674,159.000000,0.155273,75.000000,0.202167
0.098039,0.431373,0.264706,0.266782,0.003884,0.062322,0.001243,76.700816,0.844208,246.779990,0.156806,135.528096,910.419144,6.834250,9.918194,0.000567,4.125277,-0.329426,0.989698,136.000000,0.132812,70.000000,0.188186
0.082353,0.658824,0.341176,0.346825,0.014140,0.118910,0.000883,97.409973,0.945211,891.039904,0.148935,176.169664,3466.749643,7.644052,10.331835,0.000357,4.262425,-0.476242,0.999212,112.000000,0.109375,66.000000,0.332262
0.172549,0.705882,0.482353,0.455568,0.015797,0.125687,0.000941,88.598733,0.955399,995.430575,0.150938,231.968335,3893.123565,7.609167,10.265501,0.000358,4.190908,-0.484221,0.999284,124.000000,0.121094,62.000000,0.260195
0.101961,0.505882,0.305882,0.307043,0.007911,0.088942,0.001009,80.413851,0.919940,503.028146,0.154872,155.500886,1931.698731,7.264361,10.176159,0.000494,4.135796,-0.410047,0.997347,133.000000,0.129883,68.000000,0.219689
0.282353,0.854902,0.600000,0.600498,0.013314,0.115385,0.000967,141.203369,0.916358,845.558157,0.169905,305.898332,3241.029261,7.616952,10.242368,0.000313,4.304378,-0.482463,0.999253,152.000000,0.148438,74.000000,0.158451
0.286275,0.682353,0.501961,0.506353,0.007689,0.087686,0.001293,77.495033,0.920123,487.954945,0.201681,257.969376,1874.324745,7.168730,9.895318,0.000476,3.930967,-0.432175,0.997783,149.000000,0.145508,61.000000,0.117028
0.129412,0.678431,0.376471,0.391280,0.012451,0.111584,0.000912,125.214807,0.919255,778.192196,0.147323,198.623073,2987.553976,7.526608,10.297216,0.000343,4.347845,-0.464276,0.999003,194.000000,0.189453,87.000000,0.272737
0.227451,0.850980,0.584314,0.565939,0.014663,0.121091,0.000917,158.819304,0.914291,928.594108,0.144248,288.522397,3555.557126,7.625895,10.319058,0.000257,4.503681,-0.482498,0.999287,182.000000,0.177734,108.000000,0.241709
0.235294,0.878431,0.627451,0.610428,0.021375,0.146202,0.000854,174.993439,0.937042,1389.615833,0.152688,311.158047,5383.469892,7.846657,10.385645,0.000252,4.530660,-0.517176,0.999642,175.000000,0.170898,85.000000,0.195692
0.109804,0.505882,0.329412,0.324663,0.006471,0.080440,0.001244,40.880146,0.950135,410.927763,0.193947,164.793306,1602.830907,7.180878,9.903263,0.000653,3.726438,-0.425026,0.997579,152.000000,0.148438,85.000000,0.246647
0.094118,0.643137,0.368627,0.359723,0.013818,0.117549,0.000928,82.909266,0.951934,866.238981,0.158766,182.624049,3382.046657,7.636982,10.284182,0.000401,4.152653,-0.478623,0.999214,129.000000,0.125977,67.000000,0.354319
0.294118,0.992157,0.643137,0.637129,0.020513,0.143222,0.000792,223.828531,0.914309,1309.400061,0.128845,323.814337,5013.771711,7.864818,10.467749,0.000200,4.680728,-0.508606,0.999598,225.000000,0.219727,109.000000,0.208527
0.113725,0.643137,0.352941,0.345672,0.012649,0.112466,0.001057,52.354359,0.967009,796.525555,0.195901,175.270332,3133.747859,7.560529,10.120255,0.000505,3.819967,-0.484207,0.999213,141.000000,0.137695,75.000000,0.314577
0.203922,0.717647,0.466667,0.480293,0.013396,0.115743,0.000871,127.964523,0.925015,854.272473,0.144969,244.675842,3289.125369,7.581497,10.352613,0.000341,4.317942,-0.459973,0.998964,145.000000,0.141602,63.000000,0.174215
0.152941,0.623529,0.403922,0.404247,0.010243,0.101209,0.001098,89.450190,0.929977,641.751487,0.173197,205.694174,2477.555759,7.428159,10.111977,0.000442,4.143713,-0.447730,0.998506,130.000000,0.126953,71.000000,0.214636
0.462745,0.956863,0.735294,0.720447,0.011745,0.108376,0.000990,118.148909,0.920730,746.165259,0.155914,367.784103,2866.512128,7.459356,10.206311,0.000284,4.196365,-0.456585,0.998788,147.000000,0.143555,75.000000,0.103150
0.156863,0.517647,0.325490,0.326268,0.005339,0.073070,0.001412,46.812654,0.929863,334.786523,0.205431,165.936630,1292.333438,7.006757,9.772129,0.000693,3.714661,-0.400529,0.996175,165.000000,0.161133,67.000000,0.177785
0.325490,0.850980,0.623529,0.612848,0.008209,0.090605,0.001218,88.321223,0.913609,512.866824,0.204804,312.260983,1963.146074,7.292021,9.970248,0.000392,3.947355,-0.453774,0.998532,141.000000,0.137695,62.000000,0.116099
0.137255,0.639216,0.415686,0.406162,0.009640,0.098186,0.001009,94.636390,0.921279,603.079470,0.151672,206.481148,2317.681490,7.387769,10.188445,0.000390,4.207539,-0.441114,0.998420,149.000000,0.145508,75.000000,0.251035
0.243137,0.992157,0.682353,0.662745,0.026092,0.161530,0.000791,277.382642,0.917482,1682.065838,0.129543,336.953775,6450.880709,7.986397,10.478937,0.000194,4.773565,-0.535411,0.999763,251.000000,0.245117,110.000000,0.226119
0.156863,0.796078,0.572549,0.533077,0.021979,0.148253,0.000877,182.692126,0.935815,1423.781580,0.139501,271.112310,5512.434192,7.830326,10.376559,0.000260,4.561088,-0.507800,0.999570,213.000000,0.208008,85.000000,0.222945
0.223529,0.831373,0.552941,0.552922,0.018445,0.135814,0.000823,220.024592,0.908033,1196.747014,0.132002,281.676598,4566.963464,7.774888,10.439391,0.000216,4.755441,-0.494924,0.999477,269.000000,0.262695,108.000000,0.197554
0.454902,1.000000,0.796078,0.788909,0.014156,0.118978,0.001063,99.734887,0.943031,878.984823,0.188014,402.634308,3416.204405,7.595745,10.141876,0.000320,4.042196,-0.495231,0.999357,150.000000,0.146484,90.000000,0.138497
0.274510,1.000000,0.752941,0.725490,0.022745,0.150815,0.000885,200.526738,0.930488,1447.165740,0.146479,369.576572,5588.136221,7.885372,10.377540,0.000215,4.604852,-0.520382,0.999661,103.000000,0.100586,56.000000,0.242486
0.129412,0.490196,0.333333,0.324196,0.006569,0.081047,0.001267,49.803899,0.940387,418.411914,0.177172,164.612415,1623.843759,7.101818,9.886715,0.000602,3.864880,-0.409198,0.996880,122.000000,0.119141,73.000000,0.287632
0.152941,0.670588,0.494118,0.484321,0.009997,0.099985,0.001159,101.119919,0.920712,638.567067,0.183647,246.790038,2453.148348,7.323939,10.036450,0.000423,4.164930,-0.443112,0.998341,138.000000,0.134766,65.000000,0.258128
0.270588,0.666667,0.505882,0.504691,0.006642,0.081498,0.001210,104.059614,0.875094,418.029952,0.162193,257.390080,1568.060194,7.130812,9.971990,0.000406,4.166813,-0.406054,0.996859,148.000000,0.144531,70.000000,0.142360
0.290196,0.827451,0.541176,0.554952,0.012716,0.112767,0.000935,158.207531,0.899648,792.527683,0.146381,282.216978,3011.903200,7.449206,10.277316,0.000284,4.410962,-0.446797,0.998626,131.000000,0.127930,59.000000,0.097394
0.223529,0.803922,0.580392,0.556683,0.016029,0.126606,0.001005,86.661225,0.957423,1019.176084,0.162528,283.503317,3990.043110,7.670573,10.187594,0.000354,4.070791,-0.503710,0.999471,122.000000,0.119141,56.000000,0.234078
0.380392,0.882353,0.635294,0.635842,0.011415,0.106841,0.001046,58.462726,0.958997,714.993779,0.185007,323.986611,2801.512389,7.494751,10.138659,0.000360,3.916354,-0.472753,0.999046,102.000000,0.099609,57.000000,0.128321
0.282353,0.905882,0.627451,0.626145,0.014674,0.121138,0.000926,180.468457,0.904488,945.690861,0.162218,318.529104,3602.294985,7.635408,10.304477,0.000259,4.494197,-0.478348,0.999224,167.000000,0.163086,82.000000,0.184810
0.164706,0.741176,0.411765,0.434513,0.016235,0.127417,0.000882,138.996927,0.931587,1018.570264,0.142568,220.548729,3935.284129,7.674260,10.350050,0.000316,4.373387,-0.480848,0.999277,191.000000,0.186523,88.000000,0.247119
0.458824,1.000000,0.788235,0.776532,0.015680,0.125219,0.000923,120.648364,0.938868,988.878842,0.165481,395.881195,3834.867003,7.674434,10.293751,0.000255,4.301690,-0.489986,0.999368,152.000000,0.148438,89.000000,0.141648
0.200000,0.878431,0.611765,0.600831,0.020677,0.143796,0.000797,268.494643,0.899220,1334.140385,0.130255,305.428240,5068.066896,7.845519,10.461657,0.000211,4.794021,-0.502921,0.999555,226.000000,0.220703,109.000000,0.195769
0.105882,0.462745,0.290196,0.288377,0.005946,0.077111,0.001371,42.062077,0.944868,381.953456,0.201588,146.249854,1485.751746,7.097397,9.794757,0.000717,3.729800,-0.418599,0.997155,138.000000,0.134766,76.000000,0.242017
0.266667,0.709804,0.521569,0.520244,0.007009,0.083718,0.001111,120.493074,0.865246,447.526089,0.167475,265.102302,1669.611283,7.189752,10.067998,0.000362,4.269154,-0.406192,0.997028,148.000000,0.144531,75.000000,0.130917
0.301961,0.839216,0.615686,0.615571,0.012541,0.111985,0.001033,101.117066,0.936412,795.360739,0.178135,313.568500,3080.325890,7.538049,10.152304,0.000349,4.118860,-0.478549,0.999143,132.000000,0.128906,67.000000,0.154105
0.164706,0.576471,0.349020,0.357418,0.008192,0.090512,0.001155,64.903136,0.936799,514.916721,0.180818,181.859074,1994.763748,7.235757,10.012194,0.000521,3.949542,-0.422610,0.997579,172.000000,0.167969,79.000000,0.169514
0.117647,0.541176,0.298039,0.306108,0.009164,0.095727,0.001127,46.374041,0.960169,583.359978,0.186786,154.773267,2287.065871,7.335567,10.033499,0.000578,3.809698,-0.443936,0.998347,108.000000,0.105469,64.000000,0.267522
0.368627,1.000000,0.735294,0.705676,0.020198,0.142121,0.001036,88.272755,0.965730,1289.375440,0.170008,359.447491,5069.229007,7.732699,10.165936,0.000291,4.115060,-0.522460,0.999614,167.000000,0.163086,96.000000,0.185536
0.172549,0.552941,0.333333,0.351405,0.007976,0.089309,0.001198,53.931135,0.946252,503.069679,0.190368,178.781356,1958.347579,7.167207,9.951587,0.000561,3.882303,-0.418513,0.997376,117.000000,0.114258,66.000000,0.134140
0.227451,1.000000,0.745098,0.729799,0.018753,0.136942,0.000879,266.648933,0.885855,1172.009622,0.143980,372.338189,4421.389553,7.708998,10.350231,0.000222,4.601503,-0.494501,0.999434,140.000000,0.136719,65.000000,0.167934
0.200000,0.650980,0.423529,0.420002,0.008599,0.092733,0.001005,113.850847,0.895364,546.085948,0.149959,213.386406,2070.492944,7.342733,10.204277,0.000357,4.318749,-0.419048,0.997737,229.000000,0.223633,112.000000,0.190132
0.207843,0.658824,0.423529,0.425123,0.011220,0.105925,0.001040,77.377528,0.945967,717.515689,0.181074,216.188191,2792.685227,7.471110,10.149554,0.000429,4.073464,-0.455288,0.998717,171.000000,0.166992,80.000000,0.161774
0.207843,0.788235,0.517647,0.522576,0.013338,0.115488,0.000982,106.026779,0.936216,833.842663,0.176763,266.428541,3229.343874,7.577534,10.232285,0.000349,4.184911,-0.478467,0.999182,149.000000,0.145508,74.000000,0.164717
0.262745,0.749020,0.525490,0.530090,0.008665,0.093084,0.000982,115.378601,0.893450,543.236374,0.148471,270.089206,2057.566895,7.314446,10.211110,0.000317,4.340358,-0.413980,0.997556,153.000000,0.149414,95.000000,0.158901
0.211765,0.682353,0.517647,0.509796,0.007002,0.083678,0.001435,90.065191,0.898625,445.252959,0.217629,260.107334,1690.946646,7.120153,9.747365,0.000548,3.785395,-0.442848,0.998018,66.000000,0.064453,33.000000,0.246399
0.298039,0.792157,0.556863,0.570791,0.012373,0.111232,0.001003,129.360009,0.917701,787.288513,0.174429,290.536973,3019.794044,7.505002,10.212827,0.000331,4.307068,-0.462912,0.998927,184.000000,0.179688,89.000000,0.133373
0.368627,0.890196,0.635294,0.638327,0.011810,0.108675,0.000964,156.133690,0.896566,755.413673,0.159501,324.923477,2865.521002,7.507491,10.230282,0.000281,4.331955,-0.459767,0.998874,163.000000,0.159180,75.000000,0.153615
0.180392,0.733333,0.403922,0.428925,0.014183,0.119091,0.000882,135.553891,0.924495,899.601253,0.142302,217.966823,3462.851121,7.553968,10.342426,0.000291,4.467840,-0.460259,0.998963,203.000000,0.198242,87.000000,0.172528
0.192157,0.737255,0.501961,0.482207,0.017195,0.131130,0.000865,161.332726,0.926372,1097.300408,0.143710,245.524470,4227.868905,7.704443,10.369663,0.000294,4.506090,-0.488334,0.999382,136.000000,0.132812,67.000000,0.279657
0.152941,0.768627,0.503922,0.493336,0.016480,0.128375,0.000916,95.072174,0.954090,1039.507662,0.161260,251.107684,4062.958472,7.743101,10.305652,0.000349,4.144205,-0.504332,0.999512,142.000000,0.138672,72.000000,0.243817
0.098039,0.623529,0.364706,0.367559,0.013132,0.114594,0.000961,67.423859,0.959216,829.557341,0.170759,186.955418,3250.805506,7.592057,10.228874,0.000462,4.009139,-0.478389,0.999187,105.000000,0.102539,57.000000,0.304635
0.207843,0.654902,0.431373,0.431265,0.009502,0.097480,0.000993,112.476481,0.906033,600.193846,0.157146,219.722173,2288.298902,7.384256,10.195424,0.000381,4.259458,-0.433453,0.998220,146.000000,0.142578,63.000000,0.159719
